** Object ID ,** URI,Collection,Series,Sub Series,Container 1,Container 2,Source,** Repository,** Title,** Date,** Date – online search,Dimensions,** Extent,** Creator,** Scope and content,Location,** Access,Publisher,Type,Format,** Language,Rights,** Subject 1,Subject 2,Subject 3,Subject 4,Subject 5,Subject 6,
AT-001-011,,AT-001,0,0,0,0,Artefacts - Siddiqi Lab,Archives at NCBS,Vertical electrode puller - Narishige,Unknown,0,30 x 30 x 86 cm,NA,Narishige,Vertical Electrode Puller. Narishige (manufacturing company). Used for the preparation of fine needles in developmental biology. It is a manual system with still functioning gears to hold the needle edges. People who have worked on these setups particularly remember the ‘thuds’ it would make when the task is done and the finality associated with that thud. Still sought after but not in production anymore.,Bangalore,Unrestricted,Archives at NCBS,Artefact,"Artefact, mixed media",NA,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Electrode puller,Scientific process,Narishige,Developmental biology,,,
MS-001_1_3_8_20_P_0001,,MS-001,1,3,8,20,Siddiqi Papers - Correspondence ,Archives at NCBS,Siddiqi's letter supporting nomination of Benzer for second Laskar award,24/01/2001,2001,11x8.5 inches,1p,"Siddiqi, Obaid",Letter from Siddiqi to Paul Sternberg supporting the initiative nominating Seymour Benzer for a second Laskar Award. Siddiqi says that Benzer's working life spans two distinct periods. The first being his contributions to understanding the gene and the second in Drosophila neurogenetics. Siddiqi also lauds Benzer's originality in his work. ,Bangalore,Unrestricted,Archives at NCBS,Letter,Printed page,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,"Benzer, Seymour",Drosophila,Neurogenetics,Gene,Lasker Award,,
MS-001_1_3_8_22_P_0015,,MS-001,1,3,8,22,Siddiqi Papers - Correspondence ,Archives at NCBS,Letter inviting Siddiqi to be a member of Royal Society's B-Side editorial board,20/10/2004,2004,11x8.5 inches,1p,"Cox, Stephen","Letter from Stephen Cox inviting Siddiqi to be a member of the Royal Society's B-Side Editorial Board with affiliations to Philosophical Transactions of the Royal Society B: Biological Sciences. The letter mentions that the Editor would consult the board for advice on proposals submitted, suggestions of topics for future issues, suggesting suitable referees or advice on new initiatives. ",London,Unrestricted,Archives at NCBS,Letter,Printed page,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,Royal Society,Editorial board,"Siddiqi, Obaid",,,,
MS-001_1_3_8_7_P_0001,,MS-001,1,3,8,7,Siddiqi Papers - Correspondence ,Archives at NCBS,Letter requesting Siddiqi to make a presentation for the brain-storming session on Post genome era,9/8/2000,2000,11x8.5 inches,1p,"Rao, T. S. ",Letter from T.S. Rao to Siddiqi regarding the meeting of experts for the brain-storming session for Post Genome Era. He requests Siddiqi to make a brief presentation.,New Delhi,Unrestricted,Archives at NCBS,Letter,Printed page,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,Genome,,,,,,
MS-001_1_3_9_25_P_0002,,MS-001,1,3,9,25,Siddiqi Papers - Correspondence ,Archives at NCBS,Letter to the editor of The Eagle from Rollin Hotchkiss calling for abandoning Iraq vendetta and seeking peace ,22/11/2002,2002,6x8 inches,1p,"Hotchkiss, Rollin",Letter from Rollin Hotchkiss to the editor of The Eagle regarding the Iraq war. He calls for abandoning the vendetta and negotiating for peace instead. He says that the actions of Bush and the war will be destructive for America's reputation as well as Iraq's welfare.,Unknown,Unrestricted,Archives at NCBS,Letter,Printed page,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,Iraq war,"Bush, George W. ",Weapons,,,,
MS-001_1_3_9_27_P_0001,,MS-001,1,3,9,27,Siddiqi Papers - Correspondence ,Archives at NCBS,Handwritten letter from Eugene Wikramanayake to Siddiqi about Pontecorvo's memoir and possible course in Bangalore,13/06/2003,2003,11x8.5 inches,1p,"Wikramanayake, Eugene","Handwritten letter from Eugene Wikramanayake thanking Siddiqi for sending him a copy of G. Pontecorvo's memoir. He says that after nearly 20 years of education, it was Pontecorvo who turned on his 'thinking power'. He goes on to mention that he would be interested in teaching a course on human biology in medical schools in Bangalore and requests Siddiqi's help with finding contacts. ","Rajagiriya, Sri Lanka",Unrestricted,Archives at NCBS,Letter,"Handwritten, ink on paper",English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,"Pontecorvo, G. ",,,,,,
MS-001_1_3_9_29_P_0022,,MS-001,1,3,9,29,Siddiqi Papers - Correspondence ,Archives at NCBS,Letter from Siddiqi to K. VijayRaghavan regarding Evelyn Fox-Keller's course at NCBS,3/9/2003,2003,11x8.5 inches,1p,"Siddiqi, Obaid","Letter from Siddiqi to K VijayRaghavan regarding the series of lectures by Evelyn Fox-Keller. He says that she will be staying for a month and giving 8 lectures on 4 different topics, one of them being Gender and Science. ",Bangalore,Unrestricted,Archives at NCBS,Letter,Printed page,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,"Fox-Keller, Evelyn ",Gender,,,,,
MS-001_1_3_9_39_P_0001,,MS-001,1,3,9,39,Siddiqi Papers -- Correspondence,Archives at NCBS,"Haider, Masood — Aligarh Alumni Association — Syed Ahmed Khan Award",Mar 8 2004,2004,8.5x11.5 inches,1p,"Haider, M. and O. Siddiqi","Masood Haider informs O. Siddiqi that the Aligarh Alumni Associations of North America has decided to give Siddiqi the ""Sir Syed Ahmed Khan Lifetime Achievement Award for Excellence in Poetry, Literature, Arts or Sciences"". Siddiqi, in his response, thanks Haider and says that he is a ""fervent admirer of Sir Syed and you decision gives me much joy"". Siddiqi reflects on his years at Aligarh and recalls Dr Intisar who taught him chemistry.




",Unknown,Unrestricted,Archives at NCBS,Letter,Computer print,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,,Syed Ahmed Khan,Aligarh,,,,
MS-001_1_3_9_44_P_0001,,MS-001,1,3,9,44,Siddiqi Papers - Correspondence ,Archives at NCBS,Letter from Pranab Mukherjee to Siddiqi inviting him to be on the Selection Committee for the Director of the Indian Statistical Institute,29/10/2004,2004,11x8.5 inches,1p,"Mukherjee, Pranab","Letter from Chairman of the Council of the Indian Statistical Institute, Pranab Mukherjee, requesting Siddiqi to be a member of the Selection committee for appointment of the Director of the Indian Statistical Institute. ",Bangalore,Unrestricted,Archives at NCBS,Letter,Printed page,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,Indian Statistical Institute,,,,,,
MS-001_1_3_9_45_P_0001,,MS-001,1,3,9,45,Siddiqi Papers -- Correspondence,Archives at NCBS,"Firodia, Arun — H.K. Firodia Memorial Foundation — Reception of H.K. Firodia Award",Nov 3 2004,2004,8.5x11.5 inches,1p,"Firodia, A.","A. Firodia thanks O. Siddiqi for visiting and accepting the H.K. Firodia Memorial Award in 2004. He also comments that Siddiqi was ""forthright in analysing how you narrowly missed the Nobel Prize"". The Nobel Prize in Physiology or Medicine for 2004 went to Richard Axel and Linda B. Buck for their work on “odorant receptors and the organization of the olfactory system”.",Pune,Unrestricted,Archives at NCBS,Letter,Computer print,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,"Firodia, A.",H.K. Firodia Memorial Award,Nobel Prize,Olfaction,,,
MS-001_1_3_9_9_P_0022,,MS-001,1,3,9,9,Siddiqi Papers - Correspondence ,Archives at NCBS,"Siddiqi's handwritten notes - recommendations for the Indo-UK roundtable, 2002",2002,2002,11x8.5 inches,1p,"Siddiqi, Obaid","Handwritten list of recommendations to be presented at the Indo-UK roundtable conference in 2002. Importantly, his 4th recommendation is about whether new centres of science need to be multi-disciplinary in order to keep up with changing science.",Unknown,Unrestricted,Archives at NCBS,List,"Handwritten, ink on paper",English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,"Siddiqi, Obaid",Indo-UK Roundtable,Multidisciplinary,,,,
MS-001_1_3_9_9_P_0024,,MS-001,1,3,9,9,Siddiqi Papers - Correspondence ,Archives at NCBS,Siddiqi's handwritten notes on comparative funding - Indo-UK Roundtable,2002,2002,11x8.5 inches,1p,"Siddiqi, Obaid",Handwritten notes on the various funding bodies and what that translates into for each research group in TIFR and NCBS,Unknown,Unrestricted,Archives at NCBS,Notes,"Handwritten, ink on paper",English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,"Siddiqi, Obaid",Funding,Indo-UK Roundtable,,,,
MS-001_1_3_9_9_P_0027,,MS-001,1,3,9,9,Siddiqi Papers - Correspondence ,Archives at NCBS,Siddiqi's handwritten notes for presentation -  Research in Modern Biology,2002,2002,11x8.5 inches,1p,"Siddiqi, Obaid","Handwritten plan for a presentation on Research in Modern Biology for the Indo-UK Roundtable conference, 2002. ",Unknown,Unrestricted,Archives at NCBS,Notes,"Handwritten, ink on paper",English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,"Siddiqi, Obaid",Indo-UK Roundtable,Modern Biology,,,,
MS-001_2_1_10_1_0011-0016,,MS-001,2,1,10,1,Siddiqi Papers - Administration ,Archives at NCBS,"Handwritten minutes by Obaid Siddiqi from 75th meeting of the TIFR council held on Dec 2, 1981. ",02/12/1981,1981,8.5x11.5 inches,6p,"Siddiqi, Obaid","Handwritten minutes of the 75th meeting of the TIFR council by Obaid Siddiqi. It details the proposal of a centre for research in biological sciences and the search for a location, as well as the reasons for Bangalore being chosen",Bombay,Unrestricted,Archives at NCBS,Recording,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Minutes,Meeting,Location,,,,
MS-001_2_1_10_1_0047-0050,,MS-001,2,1,10,1,Siddiqi Papers - Administration ,Archives at NCBS,Note by Obaid Siddiqi detailing the reasons why Bangalore was chosen as the location for the proposed Centre,Undated,0,8.5x11.5 inches,4p,"Siddiqi, Obaid","Note by Obaid Siddiqi explaining the reasons why Bangalore was finally chosen as the location for the proposed Centre. Siddiqi writes that while Poona and Bombay were also considered, the options turned out to be unviable or unavailable. The Karnataka Government offered land for the Centre, and one of the sites offered was in the UAS campus. ",Bombay,Unrestricted,Archives at NCBS,Note,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Bangalore,Location,Government,Resources,,,
MS-001_2_1_10_1_P_0003,,MS-001,2,1,10,1,Siddiqi Papers - Administration ,Archives at NCBS,"Letter from K. Sankaranarayanan, Registrar, TIFR to R.B. Budhiraja, DAE regarding authorization to execute the MOU with UAS",04/12/1990,1990,8.5x11.5 inches,1p,"Sankaranarayanan, K","Letter from K. Sankaranarayanan, Registrar, TIFR to R. S. Budhiraja, Joint Secretary to the Government of India, DAE requesting authorization to execute the MOU between UAS and TIFR. Sankaranarayanan also requests budget allocations for the Centre.",Bombay,Unrestricted,Archives at NCBS,Correspondence,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,UAS,Land,Legal,Administration,Finance,Budget,
MS-001_2_1_10_1_P_0009,,MS-001,2,1,10,1,Siddiqi Papers - Administration ,Archives at NCBS,Handwritten note by Obaid Siddiqi summarising details regarding the setting up of a centre for biological research under TIFR,Undated,0000,8.5x11.5 inches,1p,"Siddiqi, Obaid","Handwritten notes by Obaid Siddiqi where he summarises the points related to the setting up of a centre for research in biology under TIFR. The objectives, staff structure, and financial outlay are briefly mentioned. Siddiqi writes that it is hoped that the Centre will be free from ""cumbersome rules and operational procedures""",Bombay,Unrestricted,Archives at NCBS,Note,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,"Siddiqi, Obaid",NCBS,Research,Institution,Logistics,Planning,
